Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E09000014,Haringey,2009,NVQ1 only,10500,"175,000",6,1.9
E09000015,Harrow,2009,NVQ1 only,"13,100","151,900",8.6,2.4
E09000016,Havering,2009,NVQ1 only,"33,300","149,700",22.3,3.5
E09000017,Hillingdon,2009,NVQ1 only,"20,300","173,200",11.7,2.8
E09000018,Hounslow,2009,NVQ1 only,"14,700","167,700",8.7,2.4
E09000019,Islington,2009,NVQ1 only,"11,400","145,500",7.9,2.1
E09000020,Kensington and Chelsea,2009,NVQ1 only,"4,900","117,600",4.1,1.8
E09000021,Kingston upon Thames,2009,NVQ1 only,"7,700","107,200",7.2,2.2
E09000022,Lambeth,2009,NVQ1 only,"16,000","215,700",7.4,2.1
E09000023,Lewisham,2009,NVQ1 only,"16,600","188,900",8.8,2.4
E09000024,Merton,2009,NVQ1 only,"13,100","135,600",9.6,2.5
E09000025,Newham,2009,NVQ1 only,"17,700","196,200",9,2.2
E09000026,Redbridge,2009,NVQ1 only,"18,100","177,300",10.2,2.5
E09000027,Richmond upon Thames,2009,NVQ1 only,"8,700","122,300",7.1,2.3
E09000028,Southwark,2009,NVQ1 only,"18,400","202,300",9.1,2.5
E09000029,Sutton,2009,NVQ1 only,"14,900","123,000",12.1,2.9
E09000030,Tower Hamlets,2009,NVQ1 only,"11,400","176,600",6.4,2
E09000031,Waltham Forest,2009,NVQ1 only,"20,400","168,500",12.1,2.8
E09000032,Wandsworth,2009,NVQ1 only,"12,300","222,900",5.5,2
E09000033,Westminster,2009,NVQ1 only,"8,800","158,100",5.5,1.9
E12000001,North East,2009,NVQ1 only,"242,200","1,661,000",14.6,0.6
E12000002,North West,2009,NVQ1 only,"634,600","4,488,300",14.1,0.4
E12000003,Yorkshire and The Humber,2009,NVQ1 only,"509,400","3,351,700",15.2,0.5
E12000004,East Midlands,2009,NVQ1 only,"431,800","2,864,800",15.1,0.7
E12000005,West Midlands,2009,NVQ1 only,"513,000","3,494,400",14.7,0.5
E12000006,East,2009,NVQ1 only,"568,700","3,630,600",15.7,0.6
E12000007,London,2009,NVQ1 only,"513,800","5,441,200",9.4,0.4
E12000008,South East,2009,NVQ1 only,"753,400","5,381,500",14,0.5
E12000009,South West,2009,NVQ1 only,"496,800","3,253,200",15.3,0.6
E92000001,England,2009,NVQ1 only,"4,663,600","33,566,700",13.9,0.2
W92000004,Wales,2009,NVQ1 only,"245,400","1,921,300",12.8,0.5
S92000003,Scotland,2009,NVQ1 only,"332,100","3,393,200",9.8,0.3
N92000002,Northern Ireland,2009,NVQ1 only,"120,900","1,150,100",10.5,0.9
K04000001,England and Wales,2009,NVQ1 only,"4,909,000","35,488,000",13.8,0.2
K03000001,Great Britain,2009,NVQ1 only,"5,241,100","38,881,200",13.5,0.2
K02000001,United Kingdom,2009,NVQ1 only,"5,362,000","40,031,300",13.4,0.1
E09000001,City of London,2009,with other qualifications,!,"5,500",!,!
E09000002,Barking and Dagenham,2009,with other qualifications,"15,800","110,700",14.3,2.9
E09000003,Barnet,2009,with other qualifications,"27,500","227,700",12.1,2.9
E09000004,Bexley,2009,with other qualifications,"10,000","146,000",6.9,2.2
E09000005,Brent,2009,with other qualifications,"57,700","205,500",28.1,4.2
E09000006,Bromley,2009,with other qualifications,"20,300","193,500",10.5,3
E09000007,Camden,2009,with other qualifications,"18,200","153,200",11.9,2.5
E09000008,Croydon,2009,with other qualifications,"25,600","235,700",10.9,2.8
E09000009,Ealing,2009,with other qualifications,"42,900","227,900",18.8,3.2
E09000010,Enfield,2009,with other qualifications,"22,600","195,000",11.6,2.3
E09000011,Greenwich,2009,with other qualifications,"19,500","163,400",11.9,2.7
E09000012,Hackney,2009,with other qualifications,"25,200","169,200",14.9,2.7
E09000013,Hammersmith and Fulham,2009,with other qualifications,"18,500","132,900",13.9,3
E09000014,Haringey,2009,with other qualifications,"26,500","175,000",15.1,2.9
E09000015,Harrow,2009,with other qualifications,"38,400","151,900",25.3,3.8
E09000016,Havering,2009,with other qualifications,7300,"149,700",4.9,1.8
E09000017,Hillingdon,2009,with other qualifications,"20,700","173,200",12,2.9
E09000018,Hounslow,2009,with other qualifications,"25,200","167,700",15,3
E09000019,Islington,2009,with other qualifications,"13,700","145,500",9.4,2.3
E09000020,Kensington and Chelsea,2009,with other qualifications,"18,000","117,600",15.3,3.2
E09000021,Kingston upon Thames,2009,with other qualifications,"8,000","107,200",7.4,2.3
E09000022,Lambeth,2009,with other qualifications,"31,200","215,700",14.5,2.8
E09000023,Lewisham,2009,with other qualifications,"29,500","188,900",15.6,3.1
E09000024,Merton,2009,with other qualifications,"24,200","135,600",17.8,3.2
E09000025,Newham,2009,with other qualifications,"56,000","196,200",28.5,3.4
E09000026,Redbridge,2009,with other qualifications,"29,100","177,300",16.4,3.1
E09000027,Richmond upon Thames,2009,with other qualifications,"7,600","122,300",6.2,2.1
E09000028,Southwark,2009,with other qualifications,"29,100","202,300",14.4,3.1
E09000029,Sutton,2009,with other qualifications,"12,400","123,000",10.1,2.7
E09000030,Tower Hamlets,2009,with other qualifications,"28,600","176,600",16.2,3
E09000031,Waltham Forest,2009,with other qualifications,"30,800","168,500",18.3,3.3
E09000032,Wandsworth,2009,with other qualifications,"25,900","222,900",11.6,2.9
E09000033,Westminster,2009,with other qualifications,"17,700","158,100",11.2,2.7
E12000001,North East,2009,with other qualifications,"120,000","1,661,000",7.2,0.5
E12000002,North West,2009,with other qualifications,"338,300","4,488,300",7.5,0.3
E12000003,Yorkshire and The Humber,2009,with other qualifications,"288,300","3,351,700",8.6,0.4
E12000004,East Midlands,2009,with other qualifications,"234,600","2,864,800",8.2,0.5
E12000005,West Midlands,2009,with other qualifications,"287,800","3,494,400",8.2,0.4
E12000006,East,2009,with other qualifications,"322,400","3,630,600",8.9,0.5
E12000007,London,2009,with other qualifications,"783,800","5,441,200",14.4,0.5
E12000008,South East,2009,with other qualifications,"424,900","5,381,500",7.9,0.4
E12000009,South West,2009,with other qualifications,"234,600","3,253,200",7.2,0.4
E92000001,England,2009,with other qualifications,"3,034,700","33,566,700",9,0.1
W92000004,Wales,2009,with other qualifications,"147,600","1,921,300",7.7,0.4
S92000003,Scotland,2009,with other qualifications,"258,100","3,393,200",7.6,0.3
N92000002,Northern Ireland,2009,with other qualifications,"58,100","1,150,100",5.1,0.6
K04000001,England and Wales,2009,with other qualifications,"3,182,300","35,488,000",9,0.1
K03000001,Great Britain,2009,with other qualifications,"3,440,400","38,881,200",8.8,0.1
K02000001,United Kingdom,2009,with other qualifications,"3,498,500","40,031,300",8.7,0.1
E09000001,City of London,2009,with no qualifications,!,"5,500",!,!
E09000002,Barking and Dagenham,2009,with no qualifications,"20,600","110,700",18.7,3.3
E09000003,Barnet,2009,with no qualifications,"22,500","227,700",9.9,2.6
E09000004,Bexley,2009,with no qualifications,"15,900","146,000",10.9,2.8
E09000005,Brent,2009,with no qualifications,"19,900","205,500",9.7,2.7
E09000006,Bromley,2009,with no qualifications,"10,500","193,500",5.5,2.2
E09000007,Camden,2009,with no qualifications,"13,600","153,200",8.9,2.2
E09000008,Croydon,2009,with no qualifications,"27,900","235,700",11.8,2.9
E09000009,Ealing,2009,with no qualifications,"31,300","227,900",13.7,2.8
E09000010,Enfield,2009,with no qualifications,"26,600","195,000",13.6,2.5
E09000011,Greenwich,2009,with no qualifications,"23,300","163,400",14.3,2.9
E09000012,Hackney,2009,with no qualifications,"24,300","169,200",14.3,2.6
E09000013,Hammersmith and Fulham,2009,with no qualifications,"18,000","132,900",13.5,2.9
E09000014,Haringey,2009,with no qualifications,"27,900","175,000",16,3
E09000015,Harrow,2009,with no qualifications,"9,700","151,900",6.4,2.1
E09000016,Havering,2009,with no qualifications,"27,500","149,700",18.4,3.2
E09000017,Hillingdon,2009,with no qualifications,"21,600","173,200",12.5,2.9
E09000018,Hounslow,2009,with no qualifications,25900,"167,700",15.5,3.1
E09000019,Islington,2009,with no qualifications,"15,500","145,500",10.7,2.5
E09000020,Kensington and Chelsea,2009,with no qualifications,"8,600","117,600",7.3,2.3
E09000021,Kingston upon Thames,2009,with no qualifications,"9,800","107,200",9.1,2.5
E09000022,Lambeth,2009,with no qualifications,"20,700","215,700",9.6,2.4
E09000023,Lewisham,2009,with no qualifications,"12,500","188,900",6.6,2.1
E09000024,Merton,2009,with no qualifications,"10,800","135,600",8,2.3
E09000025,Newham,2009,with no qualifications,"36,800","196,200",18.8,2.9
E09000026,Redbridge,2009,with no qualifications,"25,300","177,300",14.3,2.9
E09000027,Richmond upon Thames,2009,with no qualifications,"7,900","122,300",6.4,2.2
E09000028,Southwark,2009,with no qualifications,"21,900","202,300",10.8,2.7
E09000029,Sutton,2009,with no qualifications,"12,800","123,000",10.4,2.7
E09000030,Tower Hamlets,2009,with no qualifications,"25,900","176,600",14.7,2.9
E09000031,Waltham Forest,2009,with no qualifications,"36,100","168,500",21.4,3.5
E09000032,Wandsworth,2009,with no qualifications,"17,100","222,900",7.7,2.4
E09000033,Westminster,2009,with no qualifications,"14,400","158,100",9.1,2.4
E12000001,North East,2009,with no qualifications,"247,100","1,661,000",14.9,0.6
E12000002,North West,2009,with no qualifications,"620,700","4,488,300",13.8,0.4
E12000003,Yorkshire and The Humber,2009,with no qualifications,"433,500","3,351,700",12.9,0.5
E12000004,East Midlands,2009,with no qualifications,"375,300","2,864,800",13.1,0.6
E12000005,West Midlands,2009,with no qualifications,"565,900","3,494,400",16.2,0.6
E12000006,East,2009,with no qualifications,"412,400","3,630,600",11.4,0.5
E12000007,London,2009,with no qualifications,"643,400","5,441,200",11.8,0.5
E12000008,South East,2009,with no qualifications,"490,000","5,381,500",9.1,0.4
E12000009,South West,2009,with no qualifications,"282,000","3,253,200",8.7,0.4
E92000001,England,2009,with no qualifications,"4,070,400","33,566,700",12.1,0.2
W92000004,Wales,2009,with no qualifications,"285,100","1,921,300",14.8,0.5
S92000003,Scotland,2009,with no qualifications,"449,300","3,393,200",13.2,0.4
N92000002,Northern Ireland,2009,with no qualifications,"256,200","1,150,100",22.3,1.2
K04000001,England and Wales,2009,with no qualifications,"4,355,600","35,488,000",12.3,0.2
K03000001,Great Britain,2009,with no qualifications,"4,804,900","38,881,200",12.4,0.1
K02000001,United Kingdom,2009,with no qualifications,"5,061,000","40,031,300",12.6,0.1
E09000001,City of London,2010,NVQ4+,!,"5,000",!,!
E09000002,Barking and Dagenham,2010,NVQ4+,"30,600","115,200",26.5,3.4
E09000003,Barnet,2010,NVQ4+,"109,000","231,100",47.2,4.1
E09000004,Bexley,2010,NVQ4+,"37,700","146,400",25.8,3.6
E09000005,Brent,2010,NVQ4+,"60,300","212,500",28.4,4.2
E09000006,Bromley,2010,NVQ4+,"72,200","195,500",36.9,4.6
E09000007,Camden,2010,NVQ4+,"85,100","153,800",55.3,4.3
E09000008,Croydon,2010,NVQ4+,"95,200","237,500",40.1,4.4
E09000009,Ealing,2010,NVQ4+,"90,300","227,300",39.7,4.1
E09000010,Enfield,2010,NVQ4+,"67,600","197,300",34.3,3.5
E09000011,Greenwich,2010,NVQ4+,"60,300","167,600",36,3.8
E09000012,Hackney,2010,NVQ4+,"73,800","174,000",42.4,3.9
E09000013,Hammersmith and Fulham,2010,NVQ4+,"66,200","134,000",49.4,4.1
E09000014,Haringey,2010,NVQ4+,"75,000","176,900",42.4,4.1
E09000015,Harrow,2010,NVQ4+,"53,900","155,700",34.6,4.2
E09000016,Havering,2010,NVQ4+,"26,300","150,700",17.4,3.3
E09000017,Hillingdon,2010,NVQ4+,"48,000","175,300",27.4,3.9
E09000018,Hounslow,2010,NVQ4+,"59,800","171,800",34.8,3.9
E09000019,Islington,2010,NVQ4+,"82,300","146,800",56.1,3.9
E09000020,Kensington and Chelsea,2010,NVQ4+,64200,"115,300",55.7,4.1
E09000021,Kingston upon Thames,2010,NVQ4+,"55,900","108,100",51.7,4.4
E09000022,Lambeth,2010,NVQ4+,"118,300","219,400",53.9,4.3
E09000023,Lewisham,2010,NVQ4+,"85,200","190,000",44.9,4.6
E09000024,Merton,2010,NVQ4+,"67,200","135,500",49.6,3.8
E09000025,Newham,2010,NVQ4+,"58,700","210,300",27.9,3.3
E09000026,Redbridge,2010,NVQ4+,"62,700","180,600",34.7,3.6
E09000027,Richmond upon Thames,2010,NVQ4+,"66,500","122,600",54.3,4.2
E09000028,Southwark,2010,NVQ4+,"101,100","206,500",49,4.5
E09000029,Sutton,2010,NVQ4+,"44,700","123,500",36.2,3.9
E09000030,Tower Hamlets,2010,NVQ4+,"72,400","182,300",39.7,3.8
E09000031,Waltham Forest,2010,NVQ4+,"54,600","174,000",31.4,3.7
E09000032,Wandsworth,2010,NVQ4+,"139,000","222,100",62.6,4.3
E09000033,Westminster,2010,NVQ4+,"88,000","157,400",55.9,4.6
E12000001,North East,2010,NVQ4+,"425,600","1,666,600",25.5,0.8
E12000002,North West,2010,NVQ4+,"1,293,000","4,503,800",28.7,0.6
E12000003,Yorkshire and The Humber,2010,NVQ4+,"890,600","3,364,200",26.5,0.7
E12000004,East Midlands,2010,NVQ4+,"781,300","2,880,500",27.1,0.9
E12000005,West Midlands,2010,NVQ4+,"910,900","3,509,300",26,0.7
E12000006,East,2010,NVQ4+,"1,040,200","3,658,800",28.4,0.8
E12000007,London,2010,NVQ4+,"2,273,100","5,521,800",41.2,0.7
E12000008,South East,2010,NVQ4+,"1,841,400","5,420,700",34,0.6
E12000009,South West,2010,NVQ4+,"1,031,700","3,266,500",31.6,0.8
E92000001,England,2010,NVQ4+,"10,487,900","33,792,200",31,0.2
W92000004,Wales,2010,NVQ4+,"546,600","1,924,200",28.4,0.6
S92000003,Scotland,2010,NVQ4+,"1,188,000","3,410,900",34.8,0.6
N92000002,Northern Ireland,2010,NVQ4+,"311,700","1,155,300",27,1.3
K04000001,England and Wales,2010,NVQ4+,"11,034,400","35,716,400",30.9,0.2
K03000001,Great Britain,2010,NVQ4+,"12,222,500","39,127,300",31.2,0.2
K02000001,United Kingdom,2010,NVQ4+,"12,534,100","40,282,600",31.1,0.2
E09000001,City of London,2010,NVQ3 only,!,"5,000",!,!
E09000002,Barking and Dagenham,2010,NVQ3 only,"11,300","115,200",9.8,2.3
E09000003,Barnet,2010,NVQ3 only,"31,600","231,100",13.7,2.8
E09000004,Bexley,2010,NVQ3 only,"24,400","146,400",16.7,3
E09000005,Brent,2010,NVQ3 only,"20,500","212,500",9.6,2.7
E09000006,Bromley,2010,NVQ3 only,"33,700","195,500",17.2,3.6
E09000007,Camden,2010,NVQ3 only,"16,400","153,800",10.7,2.7
E09000008,Croydon,2010,NVQ3 only,"34,000","237,500",14.3,3.1
E09000009,Ealing,2010,NVQ3 only,"32,700","227,300",14.4,2.9
E09000010,Enfield,2010,NVQ3 only,"26,800","197,300",13.6,2.6
E09000011,Greenwich,2010,NVQ3 only,"22,000","167,600",13.2,2.6
E09000012,Hackney,2010,NVQ3 only,"18,700","174,000",10.7,2.4
E09000013,Hammersmith and Fulham,2010,NVQ3 only,"19,000","134,000",14.2,2.9
E09000014,Haringey,2010,NVQ3 only,"18,600","176,900",10.5,2.5
E09000015,Harrow,2010,NVQ3 only,"20,000","155,700",12.9,2.9
E09000016,Havering,2010,NVQ3 only,"29,400","150,700",19.5,3.4
E09000017,Hillingdon,2010,NVQ3 only,"20,500","175,300",11.7,2.8
E09000018,Hounslow,2010,NVQ3 only,"16,500","171,800",9.6,2.4
E09000019,Islington,2010,NVQ3 only,"12,600","146,800",8.6,2.2
E09000020,Kensington and Chelsea,2010,NVQ3 only,"12,700","115,300",11,2.6
E09000021,Kingston upon Thames,2010,NVQ3 only,"15,200","108,100",14.1,3.1
E09000022,Lambeth,2010,NVQ3 only,"21,400","219,400",9.8,2.6
E09000023,Lewisham,2010,NVQ3 only,"26,200","190,000",13.8,3.2
E09000024,Merton,2010,NVQ3 only,"15,900","135,500",11.7,2.5
E09000025,Newham,2010,NVQ3 only,"21,600","210,300",10.3,2.3
E09000026,Redbridge,2010,NVQ3 only,"26,000","180,600",14.4,2.7
E09000027,Richmond upon Thames,2010,NVQ3 only,"16,500","122,600",13.5,2.9
E09000028,Southwark,2010,NVQ3 only,"23,600","206,500",11.4,2.8
E09000029,Sutton,2010,NVQ3 only,"16,000","123,500",13,2.7
E09000030,Tower Hamlets,2010,NVQ3 only,"23,100","182,300",12.7,2.6
E09000031,Waltham Forest,2010,NVQ3 only,"21,000","174,000",12,2.6
E09000032,Wandsworth,2010,NVQ3 only,"13,600","222,100",6.1,2.1
E09000033,Westminster,2010,NVQ3 only,"11,800","157,400",7.5,2.5
E12000001,North East,2010,NVQ3 only,"284,000","1,666,600",17,0.7
E12000002,North West,2010,NVQ3 only,"746,900","4,503,800",16.6,0.5
E12000003,Yorkshire and The Humber,2010,NVQ3 only,"559,100","3,364,200",16.6,0.6
E12000004,East Midlands,2010,NVQ3 only,"497,400","2,880,500",17.3,0.7
E12000005,West Midlands,2010,NVQ3 only,"551,800","3,509,300",15.7,0.6
E12000006,East,2010,NVQ3 only,"563,000","3,658,800",15.4,0.6
E12000007,London,2010,NVQ3 only,"675,500","5,521,800",12.2,0.5
E12000008,South East,2010,NVQ3 only,"885,900","5,420,700",16.3,0.5
E12000009,South West,2010,NVQ3 only,"558,900","3,266,500",17.1,0.6
E92000001,England,2010,NVQ3 only,"5,322,600","33,792,200",15.8,0.2
W92000004,Wales,2010,NVQ3 only,"309,800","1,924,200",16.1,0.5
S92000003,Scotland,2010,NVQ3 only,"527,300","3,410,900",15.5,0.4
N92000002,Northern Ireland,2010,NVQ3 only,"163,900","1,155,300",14.2,1
K04000001,England and Wales,2010,NVQ3 only,"5,632,400","35,716,400",15.8,0.2
K03000001,Great Britain,2010,NVQ3 only,"6,159,700","39,127,300",15.7,0.2
K02000001,United Kingdom,2010,NVQ3 only,"6,323,700","40,282,600",15.7,0.2
E09000001,City of London,2010,Trade Apprenticeships,!,"5,000",!,!
E09000002,Barking and Dagenham,2010,Trade Apprenticeships,"1,400","115,200",1.2,*
E09000003,Barnet,2010,Trade Apprenticeships,"5,500","231,100",2.4,1.3
E09000004,Bexley,2010,Trade Apprenticeships,"5,300","146,400",3.6,1.5
E09000005,Brent,2010,Trade Apprenticeships,"4,400","212,500",2,1.3
E09000006,Bromley,2010,Trade Apprenticeships,"4,200","195,500",2.1,*
E09000007,Camden,2010,Trade Apprenticeships,!,"153,800",!,!
E09000008,Croydon,2010,Trade Apprenticeships,"6,400","237,500",2.7,1.4
E09000009,Ealing,2010,Trade Apprenticeships,"2,800","227,300",1.2,*
E09000010,Enfield,2010,Trade Apprenticeships,"4,500","197,300",2.3,1.1
E09000011,Greenwich,2010,Trade Apprenticeships,"3,200","167,600",1.9,1.1
E09000012,Hackney,2010,Trade Apprenticeships,"2,700","174,000",1.6,1
E09000013,Hammersmith and Fulham,2010,Trade Apprenticeships,"1,000","134,000",0.8,*
E09000014,Haringey,2010,Trade Apprenticeships,"2,500","176,900",1.4,*
E09000015,Harrow,2010,Trade Apprenticeships,"3,900","155,700",2.5,1.4
E09000016,Havering,2010,Trade Apprenticeships,"6,400","150,700",4.2,1.7
E09000017,Hillingdon,2010,Trade Apprenticeships,"5,300","175,300",3,1.5
E09000018,Hounslow,2010,Trade Apprenticeships,"2,900","171,800",1.7,1.1
E09000019,Islington,2010,Trade Apprenticeships,"1,900","146,800",1.3,*
E09000020,Kensington and Chelsea,2010,Trade Apprenticeships,800,"115,300",0.7,*
E09000021,Kingston upon Thames,2010,Trade Apprenticeships,"1,500","108,100",1.4,*
E09000022,Lambeth,2010,Trade Apprenticeships,"1,800","219,400",0.8,*
E09000023,Lewisham,2010,Trade Apprenticeships,"4,100","190,000",2.1,1.3
E09000024,Merton,2010,Trade Apprenticeships,3200,"135,500",2.4,1.2
E09000025,Newham,2010,Trade Apprenticeships,"2,700","210,300",1.3,*
E09000026,Redbridge,2010,Trade Apprenticeships,"1,600","180,600",0.9,*
E09000027,Richmond upon Thames,2010,Trade Apprenticeships,"1,800","122,600",1.5,*
E09000028,Southwark,2010,Trade Apprenticeships,"1,300","206,500",0.6,*
E09000029,Sutton,2010,Trade Apprenticeships,"4,000","123,500",3.2,1.4
E09000030,Tower Hamlets,2010,Trade Apprenticeships,"1,800","182,300",1,*
E09000031,Waltham Forest,2010,Trade Apprenticeships,"2,600","174,000",1.5,1
E09000032,Wandsworth,2010,Trade Apprenticeships,"1,400","222,100",0.6,*
E09000033,Westminster,2010,Trade Apprenticeships,"1,500","157,400",1,*
E12000001,North East,2010,Trade Apprenticeships,"86,400","1,666,600",5.2,0.4
E12000002,North West,2010,Trade Apprenticeships,"191,200","4,503,800",4.2,0.2
E12000003,Yorkshire and The Humber,2010,Trade Apprenticeships,"137,200","3,364,200",4.1,0.3
E12000004,East Midlands,2010,Trade Apprenticeships,"125,500","2,880,500",4.4,0.4
E12000005,West Midlands,2010,Trade Apprenticeships,"128,100","3,509,300",3.6,0.3
E12000006,East,2010,Trade Apprenticeships,"159,300","3,658,800",4.4,0.4
E12000007,London,2010,Trade Apprenticeships,"95,000","5,521,800",1.7,0.2
E12000008,South East,2010,Trade Apprenticeships,"194,600","5,420,700",3.6,0.3
E12000009,South West,2010,Trade Apprenticeships,"155,000","3,266,500",4.7,0.3
E92000001,England,2010,Trade Apprenticeships,"1,272,300","33,792,200",3.8,0.1
W92000004,Wales,2010,Trade Apprenticeships,"77,900","1,924,200",4,0.3
